,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34181,32,blue-collar,single,secondary,no,1143,yes,yes,cellular,6,may,132,1,300,1,failure,no
34182,28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,-1,0,unknown,yes
34183,39,management,single,tertiary,no,255,yes,no,unknown,5,may,296,1,-1,0,unknown,no
34184,28,admin.,married,secondary,no,-247,yes,yes,cellular,30,jan,121,1,240,2,failure,no
34185,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
34186,52,blue-collar,married,secondary,no,6429,no,no,telephone,18,aug,138,4,-1,0,unknown,no
34187,47,management,single,tertiary,no,-295,no,yes,cellular,22,jul,333,2,-1,0,unknown,no
34188,31,technician,single,tertiary,no,948,yes,no,unknown,8,may,91,2,-1,0,unknown,no
34189,41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,no
34190,30,management,single,tertiary,no,77,no,no,cellular,22,jul,267,1,-1,0,unknown,no
34191,30,self-employed,single,tertiary,no,-174,no,no,cellular,20,nov,80,1,-1,0,unknown,no
34192,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,no
34193,33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown,yes
34194,26,student,single,secondary,no,0,no,no,cellular,17,aug,237,1,82,2,failure,no
34195,34,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,339,1,-1,0,unknown,yes
34196,44,management,married,tertiary,no,170,no,no,cellular,4,jun,94,1,-1,0,unknown,no
34197,53,admin.,divorced,secondary,no,-163,yes,no,cellular,17,apr,344,2,343,2,other,no
34198,34,technician,single,tertiary,yes,33,yes,yes,unknown,9,may,244,1,-1,0,unknown,no
34199,57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,no
34200,21,blue-collar,single,secondary,no,614,yes,no,unknown,13,may,243,3,-1,0,unknown,no
34201,44,technician,married,secondary,no,1319,no,no,cellular,4,jun,77,2,-1,0,unknown,no
34202,41,management,married,tertiary,no,1272,yes,no,cellular,17,nov,214,1,-1,0,unknown,no
34203,32,admin.,single,secondary,no,976,yes,no,cellular,28,jul,644,3,-1,0,unknown,no
34204,37,blue-collar,married,primary,no,120,yes,no,cellular,8,may,80,4,358,1,other,no
34205,53,blue-collar,married,primary,no,225,no,no,cellular,18,jul,171,7,-1,0,unknown,no
34206,34,blue-collar,married,secondary,no,45,yes,yes,cellular,18,jul,127,3,-1,0,unknown,no
34207,49,management,married,tertiary,yes,10,yes,no,cellular,21,nov,226,1,-1,0,unknown,no
34208,85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown,yes
34209,38,housemaid,married,secondary,no,0,yes,no,cellular,23,jul,157,1,-1,0,unknown,no
34210,56,management,divorced,unknown,no,2986,no,no,cellular,30,apr,124,1,-1,0,unknown,no
34211,46,admin.,married,secondary,no,0,yes,no,cellular,26,oct,87,1,185,2,other,no
34212,32,blue-collar,married,primary,no,400,no,no,cellular,20,oct,76,2,-1,0,unknown,no
34213,47,blue-collar,married,primary,no,236,no,yes,cellular,22,jul,166,2,-1,0,unknown,no
34214,48,management,married,tertiary,no,2218,yes,no,unknown,13,may,43,2,-1,0,unknown,no
34215,34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
34216,50,management,married,tertiary,no,569,no,yes,cellular,18,aug,452,4,-1,0,unknown,no
34217,54,blue-collar,married,secondary,no,524,yes,no,unknown,15,may,55,1,-1,0,unknown,no
34218,48,housemaid,divorced,primary,no,26,yes,no,unknown,12,may,311,3,-1,0,unknown,no
34219,54,services,married,secondary,no,869,no,no,cellular,14,aug,152,2,-1,0,unknown,no
34220,52,technician,divorced,secondary,no,0,no,no,cellular,29,aug,39,2,-1,0,unknown,no
34221,51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176,2,-1,0,unknown,no
34222,50,blue-collar,married,secondary,no,0,no,no,cellular,8,aug,192,2,-1,0,unknown,no
34223,39,services,divorced,secondary,no,1062,yes,no,unknown,20,jun,10,4,-1,0,unknown,no
34224,47,admin.,married,secondary,no,869,yes,no,unknown,29,may,216,2,-1,0,unknown,no
34225,32,housemaid,divorced,secondary,no,715,yes,yes,unknown,16,may,14,15,-1,0,unknown,no
34226,56,admin.,married,secondary,no,1671,no,no,cellular,28,may,158,2,-1,0,unknown,no
34227,42,management,married,tertiary,no,255,yes,yes,unknown,3,jun,238,2,-1,0,unknown,no
34228,32,technician,single,secondary,no,35,no,no,cellular,28,aug,199,6,-1,0,unknown,no
34229,32,technician,divorced,tertiary,no,75,no,no,cellular,5,may,104,3,256,9,failure,no
34230,30,management,single,tertiary,no,344,no,no,cellular,8,aug,179,3,-1,0,unknown,no
34231,54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,-1,0,unknown,yes
34232,39,blue-collar,married,secondary,no,280,yes,no,unknown,2,jun,147,3,-1,0,unknown,no
34233,60,technician,married,secondary,no,824,yes,no,cellular,9,aug,265,1,181,8,success,yes
34234,60,retired,married,secondary,no,1390,no,yes,unknown,13,may,58,2,-1,0,unknown,no
34235,52,blue-collar,married,secondary,no,782,yes,yes,cellular,20,apr,104,1,-1,0,unknown,no
34236,40,blue-collar,married,secondary,no,617,yes,no,cellular,5,may,257,1,-1,0,unknown,no
34237,41,blue-collar,married,primary,no,402,no,no,unknown,17,jun,114,17,-1,0,unknown,no
34238,36,management,married,tertiary,no,3007,yes,no,cellular,4,aug,160,1,-1,0,unknown,no
34239,31,management,married,tertiary,yes,-1038,yes,no,cellular,16,jul,255,2,-1,0,unknown,no
34240,46,management,single,tertiary,no,2278,no,no,cellular,12,aug,218,5,-1,0,unknown,no
34241,43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no
34242,35,services,married,secondary,yes,-182,yes,no,cellular,8,may,270,2,-1,0,unknown,no
34243,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,yes
34244,41,self-employed,single,tertiary,no,0,no,no,cellular,7,aug,408,1,-1,0,unknown,no
34245,36,admin.,married,secondary,no,1207,yes,no,cellular,19,nov,1792,2,-1,0,unknown,yes
34246,40,blue-collar,married,secondary,no,563,yes,no,unknown,7,may,615,1,-1,0,unknown,no
34247,34,management,married,tertiary,no,1267,yes,no,unknown,2,jun,87,4,-1,0,unknown,no
34248,37,unemployed,married,secondary,no,63,no,no,cellular,5,feb,434,1,-1,0,unknown,no
34249,30,management,married,tertiary,no,20,no,no,cellular,26,aug,272,10,-1,0,unknown,no
34250,56,technician,married,primary,no,314,yes,yes,unknown,5,jun,75,1,-1,0,unknown,no
34251,40,admin.,single,secondary,no,419,no,yes,cellular,28,jul,100,16,-1,0,unknown,no
34252,33,unemployed,single,tertiary,no,617,no,no,cellular,2,feb,620,2,-1,0,unknown,no
34253,37,management,married,tertiary,no,0,yes,no,unknown,9,may,59,1,-1,0,unknown,no
34254,55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,yes
34255,59,blue-collar,married,unknown,no,-278,yes,no,unknown,13,may,318,2,-1,0,unknown,no
34256,33,self-employed,married,secondary,no,711,yes,no,cellular,18,may,90,2,-1,0,unknown,no
34257,35,services,single,secondary,no,1354,no,yes,cellular,21,nov,278,6,-1,0,unknown,no
34258,32,admin.,married,secondary,no,59,yes,no,cellular,6,may,345,1,-1,0,unknown,no
34259,53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,yes
34260,44,technician,married,secondary,no,858,no,no,unknown,30,may,567,2,-1,0,unknown,no
34261,51,management,married,tertiary,no,333,no,yes,cellular,17,jul,234,1,-1,0,unknown,no
34262,39,admin.,married,secondary,no,168,yes,no,cellular,19,nov,183,1,-1,0,unknown,no
34263,33,services,married,secondary,no,3444,yes,no,cellular,22,jul,487,4,-1,0,unknown,no
34264,55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
34265,29,blue-collar,married,secondary,no,87,yes,no,unknown,6,jun,1330,3,-1,0,unknown,no
34266,32,services,single,secondary,yes,687,yes,no,cellular,18,may,154,1,-1,0,unknown,no
34267,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other,yes
34268,31,management,single,tertiary,no,147,no,no,cellular,13,sep,81,3,96,5,success,no
34269,44,management,married,tertiary,no,0,no,no,unknown,13,may,27,1,-1,0,unknown,no
34270,25,management,single,tertiary,no,0,no,yes,cellular,18,jul,342,1,-1,0,unknown,no
34271,37,admin.,single,secondary,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown,no
34272,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,4,-1,0,unknown,yes
34273,33,admin.,married,secondary,no,-6,yes,no,unknown,7,may,566,2,-1,0,unknown,no
34274,34,blue-collar,married,unknown,no,568,yes,no,cellular,25,jul,256,1,-1,0,unknown,no
34275,55,blue-collar,single,primary,no,1187,yes,no,cellular,17,apr,113,1,319,2,failure,no
34276,57,retired,divorced,primary,no,698,no,no,telephone,9,dec,135,3,191,2,failure,no
34277,36,management,married,tertiary,no,6153,no,no,telephone,17,nov,240,3,-1,0,unknown,no
34278,45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36,3,-1,0,unknown,no
34279,36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jul,185,5,181,6,failure,no
34280,57,admin.,divorced,secondary,no,18268,yes,no,cellular,19,nov,68,1,-1,0,unknown,no
34281,37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,jun,371,3,-1,0,unknown,no
34282,43,services,married,secondary,no,-1,yes,no,cellular,15,may,51,1,311,2,failure,no
34283,52,technician,divorced,secondary,no,643,yes,no,cellular,4,feb,270,1,-1,0,unknown,no
34284,39,technician,married,tertiary,no,122,no,no,unknown,20,jun,44,5,-1,0,unknown,no
34285,53,blue-collar,married,secondary,no,392,no,no,cellular,26,aug,95,6,-1,0,unknown,no
34286,30,services,single,secondary,no,326,yes,no,cellular,14,may,197,4,-1,0,unknown,no
34287,60,blue-collar,married,primary,no,11,no,no,telephone,26,aug,15,10,-1,0,unknown,no
34288,27,blue-collar,single,secondary,no,-289,yes,yes,cellular,5,may,94,5,-1,0,unknown,no
34289,37,management,married,tertiary,no,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
34290,57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown,no
34291,30,admin.,divorced,secondary,no,419,no,no,cellular,3,sep,72,2,-1,0,unknown,no
34292,48,admin.,divorced,secondary,no,0,yes,yes,cellular,26,mar,94,1,-1,0,unknown,no
34293,31,management,married,tertiary,no,22867,yes,no,unknown,27,may,241,2,-1,0,unknown,no
34294,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
34295,47,technician,married,secondary,no,-18,yes,no,telephone,21,jul,105,2,-1,0,unknown,no
34296,32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,-1,0,unknown,no
34297,46,blue-collar,married,primary,no,2093,no,no,unknown,5,jun,128,2,-1,0,unknown,no
34298,48,blue-collar,married,primary,yes,-50,yes,no,cellular,14,may,212,6,-1,0,unknown,no
34299,31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,yes
34300,29,technician,single,tertiary,no,7,yes,no,cellular,29,jul,70,5,-1,0,unknown,no
34301,53,retired,divorced,secondary,no,797,no,no,unknown,20,jun,14,6,-1,0,unknown,no
34302,31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,163,1,-1,0,unknown,no
34303,35,blue-collar,single,secondary,no,773,yes,no,unknown,23,may,136,2,-1,0,unknown,no
34304,34,management,single,tertiary,no,46,no,no,cellular,28,aug,211,17,-1,0,unknown,no
34305,30,blue-collar,single,secondary,no,239,yes,no,unknown,23,may,785,1,-1,0,unknown,yes
34306,34,technician,divorced,secondary,no,1301,yes,no,cellular,25,jul,124,2,-1,0,unknown,no
34307,50,admin.,married,primary,no,458,yes,no,cellular,6,may,116,2,363,1,failure,no
34308,42,self-employed,married,tertiary,no,0,yes,no,telephone,31,jul,650,19,-1,0,unknown,no
34309,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
34310,32,admin.,married,tertiary,no,227,no,no,cellular,21,aug,148,2,-1,0,unknown,no
34311,31,technician,married,tertiary,no,1570,yes,no,cellular,8,sep,213,4,184,5,success,no
34312,57,retired,married,primary,no,0,yes,no,cellular,6,may,62,2,273,2,failure,no
34313,35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,unknown,no
34314,34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,273,5,-1,0,unknown,no
34315,51,technician,divorced,tertiary,no,4596,no,no,cellular,8,aug,334,5,-1,0,unknown,no
34316,41,management,divorced,tertiary,no,47,yes,no,unknown,8,may,160,1,-1,0,unknown,no
34317,42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,757,2,170,3,failure,yes
34318,31,admin.,single,tertiary,no,0,yes,yes,unknown,23,may,181,1,-1,0,unknown,no
34319,54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,unknown,no
34320,34,technician,married,secondary,no,904,no,no,cellular,6,feb,199,3,-1,0,unknown,no
34321,38,admin.,divorced,secondary,no,673,yes,no,cellular,7,may,429,1,170,3,other,no
34322,39,services,married,secondary,no,3165,yes,no,cellular,15,may,56,1,368,2,failure,no
34323,37,admin.,single,secondary,no,31,yes,no,cellular,18,may,15,9,-1,0,unknown,no
34324,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
34325,29,self-employed,single,tertiary,no,392,no,yes,unknown,1,jul,135,1,-1,0,unknown,no
34326,26,admin.,married,tertiary,no,319,no,no,cellular,15,oct,88,1,-1,0,unknown,no
34327,46,management,married,tertiary,no,0,yes,no,cellular,14,jul,247,2,-1,0,unknown,no
34328,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no
34329,56,management,married,tertiary,no,-45,yes,no,unknown,30,may,116,6,-1,0,unknown,no
34330,41,admin.,divorced,secondary,no,639,yes,no,cellular,8,may,88,1,-1,0,unknown,no
34331,46,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,150,2,247,2,failure,no
34332,51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,failure,no
34333,50,blue-collar,divorced,unknown,no,2812,yes,no,unknown,20,jun,17,37,-1,0,unknown,no
34334,59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,jul,43,3,-1,0,unknown,no
34335,43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,114,1,38,2,other,yes
34336,29,self-employed,single,tertiary,no,7752,no,no,cellular,3,jun,180,1,-1,0,unknown,no
34337,35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,unknown,no
34338,28,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,191,3,-1,0,unknown,no
34339,37,entrepreneur,married,tertiary,no,836,yes,no,cellular,20,nov,223,1,177,2,failure,no
34340,32,self-employed,married,secondary,no,-1668,yes,yes,cellular,16,jul,166,6,-1,0,unknown,no
34341,30,admin.,married,tertiary,no,1717,no,yes,unknown,2,jul,218,2,-1,0,unknown,no
34342,41,services,married,secondary,no,841,yes,no,cellular,7,jul,250,2,-1,0,unknown,no
34343,24,blue-collar,single,primary,no,1033,yes,no,cellular,24,nov,283,1,-1,0,unknown,no
34344,29,technician,single,tertiary,no,195,yes,yes,cellular,6,feb,210,16,-1,0,unknown,no
34345,35,blue-collar,single,secondary,no,2514,yes,no,unknown,4,jun,85,5,-1,0,unknown,no
34346,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes
34347,52,self-employed,married,tertiary,no,583,yes,no,cellular,22,aug,132,1,-1,0,unknown,no
34348,71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,yes
34349,45,management,married,tertiary,no,0,no,no,cellular,20,aug,71,2,-1,0,unknown,no
34350,32,entrepreneur,married,tertiary,no,281,yes,no,telephone,20,apr,18,5,349,2,failure,no
34351,27,management,single,secondary,no,-403,yes,no,cellular,21,jul,54,3,-1,0,unknown,no
34352,43,blue-collar,single,secondary,no,1306,yes,no,cellular,16,apr,243,1,336,1,failure,no
34353,55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no
34354,32,blue-collar,married,secondary,no,169,yes,no,cellular,14,may,291,2,-1,0,unknown,no
34355,26,blue-collar,married,secondary,no,352,yes,no,cellular,8,apr,213,3,317,4,other,no
34356,37,technician,single,secondary,no,0,no,no,unknown,5,jun,80,2,-1,0,unknown,no
34357,44,blue-collar,married,primary,no,279,yes,no,cellular,17,apr,85,1,339,6,other,no
34358,35,technician,divorced,secondary,no,515,yes,yes,cellular,29,aug,114,3,-1,0,unknown,no
34359,35,technician,married,secondary,no,18,yes,yes,cellular,14,may,62,2,-1,0,unknown,no
34360,30,management,married,tertiary,no,1476,yes,yes,unknown,3,jun,199,4,-1,0,unknown,no
34361,24,blue-collar,single,secondary,no,674,yes,yes,unknown,28,may,294,1,-1,0,unknown,no
34362,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown,yes
34363,32,admin.,single,tertiary,no,298,no,no,cellular,8,aug,494,1,-1,0,unknown,no
34364,33,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,763,1,-1,0,unknown,yes
34365,26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,2,-1,0,unknown,yes
34366,28,blue-collar,married,unknown,no,486,yes,no,unknown,8,may,180,1,-1,0,unknown,no
34367,32,management,divorced,tertiary,no,530,yes,no,cellular,29,jan,131,1,127,3,failure,no
34368,36,admin.,married,tertiary,no,289,no,no,cellular,21,jul,150,4,-1,0,unknown,no
34369,43,admin.,married,secondary,no,264,yes,no,cellular,17,apr,113,2,-1,0,unknown,no
34370,28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no
34371,31,admin.,married,secondary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no
34372,44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,yes
34373,43,management,married,tertiary,no,0,no,no,cellular,21,nov,107,2,-1,0,unknown,no
34374,34,entrepreneur,married,tertiary,no,4343,no,no,unknown,9,jun,85,4,-1,0,unknown,no
34375,34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,yes
34376,26,admin.,single,secondary,no,317,yes,no,unknown,3,jun,953,1,-1,0,unknown,no
34377,33,technician,married,secondary,no,74,no,no,cellular,29,aug,94,2,-1,0,unknown,no
34378,60,technician,married,secondary,no,0,no,no,unknown,20,jun,105,2,-1,0,unknown,no
34379,31,admin.,divorced,tertiary,no,146,yes,no,unknown,16,may,297,1,-1,0,unknown,no
34380,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
34381,52,self-employed,married,secondary,no,517,no,no,cellular,26,aug,77,4,-1,0,unknown,no
34382,40,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,no
34383,32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
34384,38,admin.,married,secondary,no,505,yes,yes,unknown,17,jun,48,2,-1,0,unknown,no
34385,54,management,married,tertiary,no,2847,yes,no,unknown,20,may,16,10,-1,0,unknown,no
34386,33,technician,single,secondary,no,234,no,no,cellular,1,apr,176,1,370,2,failure,no
34387,39,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,209,3,-1,0,unknown,no
34388,34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,627,3,-1,0,unknown,no
34389,37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,yes
34390,33,management,single,tertiary,no,215,yes,no,cellular,13,apr,1058,1,17,1,failure,no
34391,59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
34392,42,blue-collar,married,secondary,no,54,yes,no,unknown,28,may,268,1,-1,0,unknown,no
34393,32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,297,2,-1,0,unknown,no
34394,30,management,divorced,tertiary,no,106,yes,no,cellular,18,jul,149,1,-1,0,unknown,no
34395,32,management,married,tertiary,no,859,yes,yes,cellular,11,may,195,5,172,11,other,no
34396,59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,no
34397,49,technician,married,tertiary,no,1071,no,no,cellular,17,jun,169,1,-1,0,unknown,yes
34398,50,technician,single,secondary,no,246,yes,no,cellular,17,jul,174,2,-1,0,unknown,no
34399,28,management,married,tertiary,no,13186,yes,no,unknown,27,may,466,2,-1,0,unknown,no
34400,37,technician,single,secondary,no,274,no,no,cellular,8,aug,173,3,-1,0,unknown,no
34401,46,services,married,unknown,no,72,yes,no,cellular,15,may,165,3,-1,0,unknown,no
34402,48,self-employed,married,tertiary,no,929,no,no,cellular,29,jan,223,1,-1,0,unknown,no
34403,35,blue-collar,single,secondary,yes,-177,yes,yes,cellular,7,may,193,1,-1,0,unknown,no
34404,59,self-employed,married,tertiary,no,0,yes,no,cellular,11,may,89,1,-1,0,unknown,no
34405,31,services,married,secondary,no,2083,yes,no,cellular,4,may,190,3,355,2,other,no
34406,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes
34407,44,blue-collar,married,primary,no,-295,yes,no,unknown,14,may,303,4,-1,0,unknown,no
34408,43,management,married,tertiary,no,870,yes,yes,unknown,8,may,528,1,-1,0,unknown,no
34409,66,retired,single,tertiary,no,0,no,no,cellular,12,oct,79,2,-1,0,unknown,no
34410,47,technician,divorced,tertiary,no,8422,no,no,cellular,8,aug,200,4,-1,0,unknown,no
34411,44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no
34412,49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,unknown,no
34413,31,blue-collar,married,primary,no,240,yes,yes,cellular,11,may,254,2,-1,0,unknown,no
34414,52,technician,married,secondary,no,526,no,yes,cellular,26,aug,60,6,-1,0,unknown,no
34415,54,blue-collar,married,primary,no,1173,no,no,telephone,12,aug,128,8,-1,0,unknown,no
34416,57,admin.,married,secondary,no,3927,no,no,cellular,13,oct,61,1,-1,0,unknown,no
34417,56,blue-collar,married,secondary,no,121,no,no,cellular,5,feb,151,1,-1,0,unknown,no
34418,84,retired,married,tertiary,no,4761,no,no,telephone,9,sep,1405,1,92,3,failure,yes
34419,34,blue-collar,married,primary,no,1309,yes,no,cellular,12,may,456,2,364,1,failure,no
34420,59,retired,married,secondary,no,3382,yes,no,unknown,13,may,806,1,-1,0,unknown,no
34421,40,technician,married,secondary,no,6,yes,no,cellular,16,jul,464,1,-1,0,unknown,no
34422,38,management,married,tertiary,no,0,yes,no,cellular,26,aug,22,38,-1,0,unknown,no
34423,32,admin.,single,secondary,no,8619,yes,no,cellular,19,nov,267,2,-1,0,unknown,no
34424,38,services,married,secondary,no,5003,no,no,cellular,6,aug,275,9,-1,0,unknown,no
34425,62,retired,married,secondary,no,13,no,no,telephone,28,aug,36,1,-1,0,unknown,no
34426,53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no
34427,34,admin.,married,secondary,no,774,yes,yes,cellular,14,may,163,1,175,6,other,no
34428,39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no
34429,36,management,single,tertiary,no,0,no,no,unknown,11,jun,33,1,-1,0,unknown,no
34430,53,management,married,tertiary,no,6571,no,no,cellular,3,feb,208,1,-1,0,unknown,yes
34431,56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,492,1,-1,0,unknown,yes
34432,33,blue-collar,married,primary,no,-3,yes,no,telephone,17,apr,114,2,-1,0,unknown,no
34433,49,admin.,divorced,secondary,no,-73,yes,no,cellular,30,jul,31,22,-1,0,unknown,no
34434,53,blue-collar,married,secondary,no,0,no,yes,telephone,15,jul,152,4,-1,0,unknown,no
34435,48,services,married,secondary,no,485,yes,no,cellular,21,nov,254,5,-1,0,unknown,no
34436,42,self-employed,married,tertiary,no,10072,no,no,cellular,16,nov,137,3,208,1,failure,no
34437,30,technician,married,tertiary,no,423,yes,no,cellular,21,aug,230,2,-1,0,unknown,no
34438,40,technician,divorced,secondary,no,93,no,no,cellular,2,feb,123,2,-1,0,unknown,no
34439,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,unknown,yes
34440,46,technician,divorced,secondary,no,79,no,no,unknown,5,may,144,1,-1,0,unknown,no
34441,23,unemployed,single,secondary,no,-503,yes,no,cellular,5,may,92,1,342,4,other,no
34442,48,management,divorced,tertiary,no,-478,yes,no,cellular,17,nov,87,5,167,6,failure,no
34443,39,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,nov,56,1,-1,0,unknown,no
34444,49,blue-collar,married,primary,no,3659,yes,no,unknown,7,may,160,1,-1,0,unknown,no
34445,36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,yes
34446,53,admin.,divorced,secondary,no,887,yes,no,unknown,13,may,169,2,-1,0,unknown,no
34447,25,blue-collar,single,secondary,no,0,yes,no,unknown,8,may,30,2,-1,0,unknown,no
34448,34,management,married,tertiary,no,3064,yes,no,cellular,17,jul,324,1,-1,0,unknown,no
34449,32,management,married,tertiary,no,322,no,no,cellular,4,feb,101,1,-1,0,unknown,no
34450,34,blue-collar,married,tertiary,no,551,yes,no,cellular,17,apr,115,2,315,11,other,no
34451,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,yes
34452,37,blue-collar,married,primary,no,15,yes,yes,cellular,20,apr,136,3,-1,0,unknown,no
34453,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
34454,37,technician,single,tertiary,no,3315,yes,no,cellular,9,apr,820,2,-1,0,unknown,no
34455,31,management,married,tertiary,no,3897,yes,no,cellular,8,aug,231,3,-1,0,unknown,no
34456,71,housemaid,married,primary,no,227,no,no,cellular,8,apr,74,1,-1,0,unknown,no
34457,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,20,apr,147,1,-1,0,unknown,no
34458,34,management,single,tertiary,no,8038,yes,no,cellular,20,apr,29,3,152,1,failure,no
34459,48,admin.,divorced,secondary,no,362,no,no,cellular,13,aug,529,1,-1,0,unknown,yes
34460,37,blue-collar,married,secondary,no,771,yes,no,cellular,11,may,262,2,367,4,failure,no
34461,32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,failure,no
34462,40,self-employed,married,secondary,no,256,no,no,unknown,18,jun,30,1,-1,0,unknown,no
34463,31,management,single,tertiary,no,3295,no,no,cellular,2,feb,845,2,-1,0,unknown,no
34464,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
34465,44,technician,married,secondary,no,366,no,yes,cellular,18,aug,212,12,-1,0,unknown,no
34466,40,blue-collar,married,primary,no,14,yes,no,cellular,12,may,135,4,-1,0,unknown,no
34467,48,technician,divorced,secondary,no,177,yes,no,unknown,8,may,471,1,-1,0,unknown,no
34469,42,self-employed,married,tertiary,no,596,yes,no,unknown,19,may,66,9,-1,0,unknown,no
34470,33,admin.,married,secondary,no,543,yes,no,cellular,7,may,244,2,-1,0,unknown,no
34471,54,services,married,primary,no,392,no,no,cellular,18,aug,254,8,-1,0,unknown,no
34472,45,entrepreneur,married,tertiary,no,2185,yes,no,cellular,19,nov,167,4,-1,0,unknown,no
